ranking,fund_short_name,fund_company,investment_strategy,lastest_NAV,cumulative_return,recent_month_return,annalized_return,sharpe_ratio,year_rating
495,小强鼎盛,小强投资,复合策略,"1.0600
2017-10-27",9.80%,2.71%,--,--,4out of 5
496,金鸿基期货指数,金鸿基资产,管理期货,"0.9910
2017-10-20",-0.22%,2.71%,--,--,Not provided
497,果实资本-精英汇3号FOF,深圳果实资本,组合策略,"1.2498
2017-10-20",20.73%,2.71%,--,--,5out of 5
498,雷龙量化,百奕投资,相对价值,"1.1550
2017-10-20",14.00%,2.70%,--,--,5out of 5
499,天源汇智3号,天源汇智,管理期货,"1.1130
2017-10-30",14.00%,2.70%,--,--,Not provided
500,金钿量化2号,金钿投资,管理期货,"1.0770
2017-10-27",2.70%,2.70%,--,--,Not provided
501,排排圣为1号,圣为投资,复合策略,"1.3880
2017-10-27",29.40%,2.70%,--,--,4out of 5
502,瀚鑫泰安3号,瀚鑫泰安,宏观策略,"1.1204
2017-09-29",12.04%,2.69%,--,--,4out of 5
503,择善-尚珑壹号量化,择善重要,复合策略,"1.0410
2017-10-27",2.90%,2.69%,--,--,Not provided
504,凤翔绝对收益,凤翔投资,相对价值,"1.0277
2017-09-29",29.86%,2.69%,--,--,Not provided
505,龙骧多策略成长3期,云涌龙骧,复合策略,"0.9976
2017-09-29",-0.24%,2.69%,--,--,Not provided
506,明溪19号,牧鑫资产,管理期货,"0.9870
2017-10-27",11.20%,2.68%,--,--,Not provided
507,念空CTA多策略,念空数据科技,管理期货,"1.1338
2017-10-20",15.06%,2.68%,--,--,Not provided
508,宏泰进取,晶宏投资,组合策略,"1.0202
2017-10-27",-0.71%,2.66%,--,--,2out of 5
509,嘉诚星火,嘉诚资产,管理期货,"1.2203
2017-10-20",22.19%,2.65%,--,--,Not provided
510,宣夜投资稳赢一号,宣夜投资,管理期货,"1.1470
2017-10-27",12.20%,2.65%,--,--,Not provided
511,天宝云中燕一期,山东天宝投资,相对价值,"1.2904
2017-10-30",25.49%,2.65%,--,--,3out of 5
512,前海道简量化多策略3号,道简资产,相对价值,"1.1650
2017-10-23",16.50%,2.64%,--,--,5out of 5
513,中融景诚固收1号,中融景诚,固定收益,"0.9957
2017-10-20",-0.19%,2.64%,--,--,Not provided
514,圭源金湖无量启航,红墙泰和,相对价值,"1.0800
2017-09-28",8.00%,2.64%,--,--,Not provided
515,敦钰国富1号,敦钰投资,复合策略,"1.0430
2017-10-27",4.90%,2.64%,--,--,Not provided
516,华润信托-中国龙平衡对冲增强,泓睿投资,相对价值,"1.1586
2017-09-29",15.86%,2.64%,--,--,5out of 5
517,殊馥和得1号,殊馥投资,相对价值,"1.0495
2017-10-20",19.87%,2.64%,--,--,4out of 5
518,晟孚量化1号,晟孚投资,相对价值,"1.0510
2017-09-12",5.10%,2.64%,--,--,Not provided
519,新方程星动力S7号,新方程,组合策略,"1.1340
2017-10-25",9.10%,2.63%,--,--,4out of 5
520,智慧-理石琥珀8号,理石投资,复合策略,"1.0550
2017-10-20",5.50%,2.63%,--,--,4out of 5
521,天源汇智2号,天源汇智,管理期货,"1.2960
2017-10-30",33.00%,2.62%,--,--,Not provided
522,华量申毅1号,申毅投资,相对价值,"1.1326
2017-10-20",13.71%,2.61%,--,--,5out of 5
523,鲁证-双隆CTA,双隆投资,管理期货,"1.8530
2017-10-20",85.60%,2.60%,--,--,Not provided
524,宣夜投资启明一号,宣夜投资,管理期货,"1.0920
2017-10-13",10.90%,2.59%,--,--,Not provided
525,金蟾蜍一号FOF,金蟾蜍投资,组合策略,"1.0669
2017-10-27",5.46%,2.59%,--,--,Not provided
526,坤元资产定增2号,坤元资产,事件驱动,"1.0590
2017-10-19",3.10%,2.59%,--,--,Not provided
527,工场建平远航母,斯诺波投资,复合策略,"1.0760
2017-10-09",3.10%,2.59%,--,--,Not provided
528,中证乾元天道择时2号,中证乾元,宏观策略,"1.0510
2017-10-27",7.10%,2.59%,--,--,Not provided
529,摩方永泽一号,摩方投资,相对价值,"1.2800
2017-10-26",23.10%,2.58%,--,--,Not provided
530,黑翼CTA二号C,黑翼资产,管理期货,"1.0568
2017-09-29",5.68%,2.58%,--,--,4out of 5
531,第二固收3号,第二基金,固定收益,"1.0300
2017-10-20",3.50%,2.58%,--,--,Not provided
532,德骏量化对冲1号,德骏达隆,相对价值,"1.0830
2017-10-27",11.50%,2.58%,--,--,1out of 5
533,格林顿天矶多策略,格林顿资产,复合策略,"1.0450
2017-10-27",3.60%,2.57%,--,--,Not provided
534,利位3号,利位投资,复合策略,"1.0760
2017-10-26",-0.20%,2.57%,--,--,Not provided
535,大墉滴水成海3号,大墉资产,管理期货,"1.2287
2017-10-27",19.65%,2.55%,--,--,Not provided
536,悦泉1号,鑫丰基金,复合策略,"0.9034
2017-10-16",-8.31%,2.55%,--,--,1out of 5
537,骐骏商品期货跨市套利8号,骐骏投资,管理期货,"1.0730
2017-10-27",26.50%,2.54%,--,--,4out of 5
538,长流稳进一号,长流资本,固定收益,"1.1050
2017-10-27",9.10%,2.54%,--,--,Not provided
539,汇融人工智能证券,睿挪赛丝,复合策略,"1.0097
2017-10-30",1.20%,2.54%,--,--,Not provided
540,正前方债券成长6号,正前方金服,固定收益,"1.0163
2017-09-29",1.63%,2.53%,--,--,1out of 5
541,泰润价值投资1号,泰润海吉,复合策略,"1.0530
2017-09-18",5.30%,2.53%,--,--,3out of 5
542,黑极资产长盈1号,黑极资产,复合策略,"1.0359
2017-10-27",6.74%,2.53%,--,--,Not provided
543,浙江和熙期权1号,和熙资产,复合策略,"1.0621
2017-10-27",7.96%,2.53%,--,--,Not provided
544,众壹鲸旗1号,众壹资产,相对价值,"1.0793
2017-10-27",8.04%,2.52%,--,--,Not provided
545,国道永泉8号,国道基金,复合策略,"1.3500
2017-10-27",30.00%,2.52%,--,--,5out of 5
546,循实宏观对冲,循实投资,宏观策略,"1.0492
2017-10-27",5.05%,2.52%,--,--,3out of 5
547,经易量化进取3号,经易金业,管理期货,"0.8940
2017-10-20",-10.30%,2.51%,--,--,Not provided
548,泰诚资本全明星系列3号,泰诚资本,管理期货,"1.0370
2017-10-20",10.10%,2.51%,--,--,Not provided
549,致远十七号,致诚卓远,相对价值,"1.1114
2017-10-27",8.34%,2.51%,--,--,Not provided
550,国道永泉7号,国道基金,复合策略,"1.1920
2017-10-27",19.00%,2.50%,--,--,4out of 5
551,叁津投顾桥1号,叁津投资,组合策略,"1.0330
2017-10-27",2.70%,2.50%,--,--,2out of 5
552,财掌柜持股宝一号,同亨投资,复合策略,"1.9000
2017-10-20",89.30%,2.49%,--,--,5out of 5
553,格林顿金牛量化对冲,格林顿资产,复合策略,"1.0340
2017-10-27",2.90%,2.49%,--,--,Not provided
554,永安熠生定增拾捌号,永安基金,事件驱动,"0.8380
2017-10-27",-13.20%,2.48%,--,--,Not provided
555,和美1号,和美资本,事件驱动,"1.5540
2017-10-30",36.50%,2.48%,--,--,Not provided
556,外贸信托-远策定增策略优选2号,上海远策投资,事件驱动,"1.1506
2017-10-27",7.85%,2.47%,--,--,Not provided
557,旺金金融-宽投量化对冲1号,宽投资产,管理期货,"1.1610
2017-10-27",16.40%,2.46%,--,--,2out of 5
558,天骏1号,粤兆资本,复合策略,"1.1120
2017-10-27",8.20%,2.46%,--,--,Not provided
559,东方点睛3号,东方点石,相对价值,"1.1358
2017-10-20",29.61%,2.46%,--,--,3out of 5
560,黑翼CTA-T1,黑翼资产,管理期货,"1.0467
2017-10-20",5.58%,2.46%,--,--,Not provided
561,九章幻方中证500量化多策略1号,幻方量化,相对价值,"1.2500
2017-10-26",21.20%,2.45%,--,--,Not provided
562,明哲3号,领新投资,组合策略,"1.0274
2017-10-20",14.03%,2.44%,--,--,3out of 5
563,经易求精量化1号,经易金业,管理期货,"0.8780
2017-10-20",-11.80%,2.44%,--,--,Not provided
564,工场御月,斯诺波投资,复合策略,"1.0479
2017-09-29",4.79%,2.43%,--,--,Not provided
565,圆灏1号,圆灏资产,管理期货,"1.0050
2017-10-30",13.90%,2.43%,--,--,Not provided
566,期胜一号,本颐投资管理,复合策略,"1.0364
2017-10-13",3.95%,2.42%,--,--,Not provided
567,探针多策略二号,探针投资,复合策略,"1.0478
2017-10-20",2.30%,2.42%,--,--,Not provided
568,白银资管武神二号,白银资管,管理期货,"1.0865
2017-10-20",6.97%,2.42%,--,--,Not provided
569,橙色定增一号,北京橙色印象,事件驱动,"1.1361
2017-10-27",11.12%,2.41%,--,--,Not provided
570,宇义量化1号,宇义投资,管理期货,"1.2608
2017-10-27",29.18%,2.41%,--,--,4out of 5
571,京福多策略1号,京福资产,复合策略,"1.0788
2017-10-27",32.05%,2.41%,--,--,Not provided
572,91金融多策略量化一号,九一资管,复合策略,"1.0283
2017-10-27",0.41%,2.41%,--,--,3out of 5
573,广申弘毅事件驱动1号,广申弘毅,事件驱动,"0.9740
2017-10-20",2.40%,2.40%,--,--,Not provided
574,神州玖玖一号,定鼎资本,管理期货,"0.9760
2017-10-27",2.40%,2.40%,--,--,Not provided
575,淳能安稳1号,淳能投资,管理期货,"1.0535
2017-10-30",4.96%,2.40%,--,--,Not provided
576,中期白马基金100号,大愚投资,管理期货,"1.0894
2017-10-13",72.61%,2.39%,--,--,Not provided
577,致远三号,致诚卓远,相对价值,"1.0973
2017-10-30",24.78%,2.39%,--,--,4out of 5
578,信易安稳赢一号,信易安,复合策略,"1.1286
2017-10-27",7.61%,2.38%,--,--,3out of 5
579,国道拾麦8号,国道基金,复合策略,"1.3845
2017-10-27",38.37%,2.38%,--,--,5out of 5
580,蓝色天际-宽宏2号,蓝色天际投资,复合策略,"1.0960
2017-10-20",9.14%,2.37%,--,--,4out of 5
581,白石22号,白石资产,管理期货,"0.9916
2017-10-27",0.28%,2.37%,--,--,Not provided
582,因诺天跃,因诺资产,复合策略,"1.9900
2017-10-20",98.89%,2.37%,--,--,5out of 5
583,定增对冲1号,博洋投资,事件驱动,"0.9520
2017-09-29",-4.80%,2.37%,--,--,Not provided
584,中盈至诚,中盈佳和资产,复合策略,"1.1090
2017-10-27",12.60%,2.36%,--,--,2out of 5
585,弘酬永泰2号,弘酬投资,组合策略,"0.9792
2017-09-29",-2.08%,2.36%,--,--,3out of 5
586,东航金融-汇富FOF3号,东航金控,组合策略,"1.0690
2017-10-27",7.92%,2.36%,--,--,Not provided
587,可盈量化2号,博弈树投资,管理期货,"1.4122
2017-10-27",38.80%,2.35%,--,--,Not provided
588,明汯中性1号,明汯投资,相对价值,"1.0522
2017-10-20",5.35%,2.35%,--,--,Not provided
589,平石2n对冲,平石资产,相对价值,"1.4483
2017-10-27",37.42%,2.35%,--,--,4out of 5
590,思考20号A1全市场策略,浙江思考投资,复合策略,"1.0450
2017-10-27",4.80%,2.34%,--,--,3out of 5
591,巧点2号,远澜信息,管理期货,"1.2260
2017-10-27",36.64%,2.34%,--,--,3out of 5
592,中信盈时诚奇14号,诚奇资产,复合策略,"1.1234
2017-10-20",10.64%,2.34%,--,--,Not provided
593,海狮多策略十三号,海狮投资,复合策略,"1.0495
2017-10-20",3.28%,2.34%,--,--,Not provided
594,励石宏观对冲1期,励石投资,相对价值,"1.0798
2017-10-27",7.23%,2.34%,--,--,Not provided
595,朝阳永续混合指数FOF,向日葵,组合策略,"1.1116
2017-09-29",11.16%,2.33%,--,--,Not provided
596,陕国投海棠1号,银创资本,事件驱动,"1.0760
2017-10-13",5.37%,2.32%,--,--,Not provided
597,坤元资产定增1号,坤元资产,事件驱动,"1.0370
2017-10-19",1.50%,2.32%,--,--,Not provided
598,鸣熙质子二号,鸣熙资产,管理期货,"1.0885
2017-10-20",7.71%,2.31%,--,--,Not provided
599,阿波罗1号,泰润资产,宏观策略,"1.1067
2017-10-20",7.06%,2.30%,--,--,Not provided
600,璟恒多策略三期,璟恒投资,复合策略,"1.1350
2017-10-20",13.75%,2.30%,--,--,4out of 5
601,凯纳量化8号,凯纳资本,管理期货,"1.1940
2017-10-26",20.00%,2.30%,--,--,3out of 5
602,飞越,成都肇毓投资,管理期货,"1.0670
2017-10-30",2.30%,2.30%,--,--,Not provided
603,途灵多策略1号,途灵资产,复合策略,"1.1440
2017-10-13",11.60%,2.29%,--,--,Not provided
604,乐正鼎盛,乐正资本,宏观策略,"4.4131
2017-10-20",325.49%,2.29%,--,--,4out of 5
605,申尊量化稳健一号,申尊资本,相对价值,"1.0200
2017-10-27",2.70%,2.29%,--,--,Not provided
606,量金添利一号,量金资产,相对价值,"1.0395
2017-10-20",9.88%,2.29%,--,--,3out of 5
607,君盛汇湾定增一号,君盛投资,事件驱动,"1.5698
2017-10-27",57.24%,2.29%,--,--,Not provided
608,果实资本-精英汇2号,深圳果实资本,组合策略,"1.2661
2017-10-20",22.56%,2.28%,--,--,Not provided
609,核心资本指数加强,核心资本,复合策略,"1.0830
2017-10-20",7.80%,2.28%,--,--,3out of 5
610,浙江鑫厚旗舰,鑫厚投资,事件驱动,"1.0070
2017-10-20",-0.90%,2.27%,--,--,Not provided
611,千象磐石1号,千象资产,管理期货,"1.3592
2017-10-20",38.55%,2.27%,--,--,5out of 5
612,民生财富聚力红象,民生财富,复合策略,"1.1801
2017-10-27",12.97%,2.26%,--,--,4out of 5
613,盈定一号,盈阳资产,相对价值,"1.0850
2017-10-30",37.79%,2.25%,--,--,3out of 5
614,博弈树量化组合,博弈树投资,组合策略,"1.0020
2017-10-27",0.10%,2.25%,--,--,Not provided
615,长流稳进四号,长流资本,固定收益,"1.1060
2017-10-27",9.30%,2.25%,--,--,Not provided
616,鼎点1号,鼎点资产,复合策略,"1.1708
2017-10-27",12.61%,2.24%,--,--,3out of 5
617,明汯中性1号1期,明汯投资,相对价值,"1.0477
2017-10-20",4.99%,2.24%,--,--,Not provided
618,泓信安盈六期,泓信投资,固定收益,"1.2610
2017-10-20",32.40%,2.24%,--,--,3out of 5
619,东控1号,东控投资,复合策略,"0.8700
2017-10-26",-13.10%,2.24%,--,--,1out of 5
620,诚奇管理3号,诚奇资产,相对价值,"1.0934
2017-10-20",7.96%,2.23%,--,--,4out of 5
621,七禾瑞雪3号,七禾新资管,管理期货,"1.1716
2017-10-20",18.06%,2.23%,--,--,Not provided
622,偕沣二号,偕沣资产,事件驱动,"1.2383
2017-10-27",20.65%,2.23%,--,--,Not provided
623,同安千象1号,千象资产,管理期货,"1.4150
2017-10-20",44.15%,2.22%,--,--,5out of 5
624,黄河九号定增,恒宇天泽投资,事件驱动,"1.0820
2017-10-20",3.91%,2.21%,--,--,Not provided
625,仙童FOF1期,仙童投资,组合策略,"1.1299
2017-10-20",13.27%,2.21%,--,--,3out of 5
626,粤财信托-信合东方5期,倚天阁资产,相对价值,"1.5909
2017-09-29",59.09%,2.21%,--,--,3out of 5
627,粤财信托-信合东方,倚天阁资产,固定收益,"1.6472
2017-09-29",64.72%,2.21%,--,--,3out of 5
628,向日葵稳健混合2号,向日葵,复合策略,"1.0932
2017-10-09",6.00%,2.21%,--,--,3out of 5
629,东航金融-中国粮油商品1号,东航金控,管理期货,"0.9204
2017-10-30",3.09%,2.21%,--,--,2out of 5
630,粤财信托-信合东方1期,倚天阁资产,相对价值,"1.6286
2017-09-29",62.86%,2.20%,--,--,3out of 5
631,嘉远一期,嘉理资产,管理期货,"0.9430
2017-10-20",-5.72%,2.20%,--,--,3out of 5
632,金鸿基2号,金鸿基资产,复合策略,"1.0076
2017-10-27",3.50%,2.19%,--,--,Not provided
633,和聚定增2期,和聚投资,事件驱动,"1.0624
2017-10-20",4.63%,2.19%,--,--,Not provided
634,泽然1号,三度星和,复合策略,"1.4580
2017-10-20",191.01%,2.18%,--,--,4out of 5
635,汇泽至慧翼虎,中科汇泽,相对价值,"1.0251
2017-09-29",2.51%,2.18%,--,--,2out of 5
636,红阳复合策略1号,红阳资本,复合策略,"1.2650
2017-09-29",26.50%,2.18%,--,--,5out of 5
637,朴石9期,朴石投资,复合策略,"1.0180
2017-10-27",-5.80%,2.17%,--,--,4out of 5
638,世祖9号,世祖资产,管理期货,"1.4610
2017-10-13",46.10%,2.17%,--,--,2out of 5
639,宽智阿尔法对冲7号,宽智投资,相对价值,"1.0132
2017-10-27",2.04%,2.16%,--,--,3out of 5
640,中资永盛1号,中资永盛,复合策略,"1.0570
2017-10-27",4.30%,2.15%,--,--,Not provided
641,朝阳永续FOF1号一期,向日葵,组合策略,"0.8411
2017-09-29",-15.89%,2.15%,--,--,3out of 5
642,新动力瑞利1号,华软新动力,相对价值,"1.1020
2017-10-27",9.30%,2.15%,--,--,Not provided
643,星惠环球多策略,星惠资产,复合策略,"0.9830
2017-10-13",-2.02%,2.15%,--,--,2out of 5
644,泓信安盈五期,泓信投资,固定收益,"1.4030
2017-10-20",47.60%,2.15%,--,--,2out of 5
645,晟盟微石1号,晟盟资产,复合策略,"1.1730
2017-10-20",14.40%,2.14%,--,--,Not provided
646,旭鑫价值成长2期,前海旭鑫,复合策略,"1.0060
2017-10-20",19.50%,2.14%,--,--,5out of 5
647,富利步步为盈6号,富利投资,管理期货,"1.5384
2017-10-31",56.86%,2.13%,--,--,1out of 5
648,益沣成对冲8号,益沣成资产,相对价值,"1.0770
2017-10-18",6.50%,2.11%,--,--,Not provided
649,中子星-海王星1号,中子星优财,组合策略,"1.1540
2017-10-20",11.40%,2.11%,--,--,4out of 5
650,喜世润励春2号,喜世润投资,相对价值,"1.0890
2017-10-20",18.65%,2.11%,--,--,Not provided
651,淳能循和2号,淳能投资,管理期货,"1.0210
2017-10-27",1.90%,2.10%,--,--,Not provided
652,乐瑞强债9号,乐瑞资产,固定收益,"1.2590
2017-10-20",21.38%,2.10%,--,--,4out of 5
653,青原固收1号,青原信投,固定收益,"1.2010
2017-10-26",21.40%,2.10%,--,--,4out of 5
654,泓信安盈七期,泓信投资,固定收益,"1.1746
2017-10-20",23.39%,2.10%,--,--,3out of 5
655,益菁汇-益嘉2号,益菁汇资产,复合策略,"1.0120
2017-10-27",2.10%,2.10%,--,--,Not provided
656,华软新动力尊享一期,华软新动力,复合策略,"1.0300
2017-10-27",2.20%,2.10%,--,--,Not provided
657,银河-圆融进取10号,圆融投资,管理期货,"1.0020
2017-10-30",12.10%,2.09%,--,--,3out of 5
658,正商1号,雷根资产,管理期货,"1.1230
2017-10-26",7.60%,2.09%,--,--,Not provided
659,财通湘商定增1号,北京久银投资,事件驱动,"0.8810
2017-09-08",-11.90%,2.09%,--,--,Not provided
660,泓信全景四号,泓信投资,相对价值,"1.0903
2017-10-20",11.16%,2.08%,--,--,3out of 5
661,敦钰-全天候六号,敦钰投资,复合策略,"1.0360
2017-10-27",3.00%,2.08%,--,--,Not provided
662,海阔状元红方舟二号,海阔投资,复合策略,"1.0204
2017-09-29",2.04%,2.08%,--,--,Not provided
663,银叶-琢玉1期,银叶投资,宏观策略,"1.5280
2017-10-13",52.40%,2.08%,--,--,4out of 5
664,四正永旭,四正资产,管理期货,"1.0340
2017-10-27",3.30%,2.08%,--,--,Not provided
665,白鹭嘉庚一期,白鹭资管,组合策略,"1.0880
2017-10-19",8.30%,2.07%,--,--,4out of 5
666,外贸信托-灵均多策略对冲,灵均投资,相对价值,"1.0340
2017-10-20",3.40%,2.07%,--,--,Not provided
667,益昶稳健精选一号,益昶资产,复合策略,"1.1440
2017-10-20",13.60%,2.07%,--,--,4out of 5
668,格上创富5期,格上理财,组合策略,"1.3090
2017-10-20",30.40%,2.07%,--,--,4out of 5
669,昊嘉安智1号,昊嘉投资,复合策略,"1.1284
2017-10-12",13.59%,2.06%,--,--,5out of 5
670,霁海量化1号,霁海投资,相对价值,"1.0141
2017-10-27",0.72%,2.06%,--,--,2out of 5
671,正朗易,易正朗投资,复合策略,"1.0910
2017-10-27",4.40%,2.05%,--,--,Not provided
672,盈定五号,盈阳资产,相对价值,"1.1440
2017-10-30",14.40%,2.05%,--,--,3out of 5
673,融和一号,融和基金,复合策略,"1.2090
2017-10-27",15.50%,2.03%,--,--,2out of 5
674,映雪瑞腾蓑笠翁1号,映雪资本,管理期货,"1.0060
2017-10-23",5.50%,2.03%,--,--,2out of 5
675,领新众筹7号,领新投资,固定收益,"1.6698
2017-10-25",65.04%,2.03%,--,--,4out of 5
676,和盈片叶,和信盈通,宏观策略,"1.3140
2017-10-27",31.00%,2.02%,--,--,2out of 5
677,昊恩1号,昊恩投资,管理期货,"1.0211
2017-10-27",1.29%,2.02%,--,--,3out of 5
678,合撰成长精选,合撰资产,复合策略,"1.2030
2017-10-27",16.00%,2.02%,--,--,3out of 5
679,骏胜元成1号,骏胜资产,管理期货,"1.0830
2017-10-27",11.10%,2.02%,--,--,Not provided
680,非人类股期双囍一期,旗隆基金,复合策略,"0.8642
2017-09-22",-13.58%,2.02%,--,--,2out of 5
681,中信信托-稳进8期宽德对冲,宽德投资,相对价值,"1.0695
2017-10-20",7.70%,2.02%,--,--,5out of 5
682,启元久安1号,启元资产,组合策略,"1.2700
2017-10-13",26.50%,2.02%,--,--,4out of 5
683,盛泉恒元量化3号,盛泉恒元,相对价值,"1.1138
2017-10-20",11.84%,2.02%,--,--,4out of 5
684,宏泰基金,晶宏投资,固定收益,"1.0750
2017-10-20",6.30%,2.02%,--,--,1out of 5
685,臻易稳健一号,臻易投资,复合策略,"1.1481
2017-10-27",10.73%,2.01%,--,--,Not provided
686,兴业观云万枝尊享31号,兴佳利业,复合策略,"1.1242
2017-09-15",12.42%,2.01%,--,--,3out of 5
687,百仑瑞吉量化投资,百仑基金,管理期货,"1.0533
2017-09-22",5.33%,2.00%,--,--,Not provided
688,核心资本指数加强二号,核心资本,复合策略,"1.0590
2017-10-20",5.70%,2.00%,--,--,Not provided
689,晋石核心,晋石资产,复合策略,"0.9300
2017-10-30",-2.80%,1.99%,--,--,2out of 5
690,诚奇管理2号,诚奇资产,相对价值,"1.0890
2017-10-20",7.50%,1.99%,--,--,4out of 5
691,融升稳健,融升基金,复合策略,"1.2930
2017-10-13",28.30%,1.99%,--,--,4out of 5
692,格林顿金马,格林顿资产,复合策略,"1.0340
2017-10-27",2.90%,1.98%,--,--,Not provided
693,水木鹏城,新同方,组合策略,"1.0310
2017-09-29",3.10%,1.98%,--,--,Not provided
694,万华创富一号,第二基金,组合策略,"1.1510
2017-10-25",13.60%,1.97%,--,--,2out of 5
695,逸信中证500指数增强1号,逸信基金,复合策略,"1.1843
2017-10-20",18.68%,1.97%,--,--,Not provided
696,弘酬永泰,弘酬投资,组合策略,"1.4280
2017-10-13",40.00%,1.97%,--,--,4out of 5
697,国道量化三号,国道基金,相对价值,"1.0036
2017-10-27",4.85%,1.96%,--,--,3out of 5
698,旭鑫价值成长1期,前海旭鑫,复合策略,"1.0990
2017-10-27",29.29%,1.96%,--,--,5out of 5
699,白鹭嘉庚四期,白鹭资管,复合策略,"1.2330
2017-10-19",19.60%,1.96%,--,--,3out of 5
700,慢点富稳盈三号,慢点富投资,复合策略,"1.6670
2017-10-27",63.82%,1.96%,--,--,4out of 5
701,贵金属套利1号,文睿投资,相对价值,"1.1620
2017-10-26",14.50%,1.96%,--,--,5out of 5
702,元鑫莲花恒源3号,元鑫资本,复合策略,"1.0976
2017-10-27",9.61%,1.95%,--,--,4out of 5
703,瑞达起航一号,瑞达投资,相对价值,"0.9940
2017-09-29",-0.60%,1.95%,--,--,3out of 5
704,万丰友方贯富添利4期,万丰友方,复合策略,"1.1886
2017-09-29",30.40%,1.95%,--,--,5out of 5
705,华量喜世润1号,喜世润投资,相对价值,"1.1333
2017-10-20",8.59%,1.94%,--,--,4out of 5
706,海狮多策略2号,海狮投资,复合策略,"1.1080
2017-10-27",10.20%,1.94%,--,--,4out of 5
707,浙江白鹭凌峰,白鹭资管,复合策略,"1.1240
2017-10-19",10.90%,1.93%,--,--,Not provided
708,富祥量化CTA1号,基成资本,管理期货,"0.9268
2017-10-10",-7.48%,1.93%,--,--,Not provided
709,玄元定增1号,玄元投资,事件驱动,"0.9790
2017-10-27",-4.60%,1.92%,--,--,Not provided
710,富犇稳健4号,富犇投资,管理期货,"1.0382
2017-10-27",4.46%,1.92%,--,--,Not provided
711,砥俊瑞安1号,砥俊资产,宏观策略,"1.3746
2017-10-20",29.91%,1.92%,--,--,3out of 5
712,正前方债券成长7号,正前方金服,固定收益,"1.0351
2017-09-29",3.51%,1.92%,--,--,2out of 5
713,小黑妞福星1号,小黑妞资产,管理期货,"1.1150
2017-09-29",11.50%,1.92%,--,--,Not provided
714,雷根混合型,雷根投资,复合策略,"1.4501
2017-10-26",39.63%,1.91%,--,--,5out of 5
715,宽德共赢,宽德投资,相对价值,"1.4051
2017-10-27",39.92%,1.91%,--,--,Not provided
716,优素片叶2号,优素资产,宏观策略,"1.2790
2017-10-20",28.20%,1.91%,--,--,3out of 5
717,兴业观云蓝天1号,兴佳利业,复合策略,"1.0131
2017-10-27",12.16%,1.91%,--,--,4out of 5
718,领新1号基金,领新投资,相对价值,"1.2560
2017-10-20",23.00%,1.91%,--,--,Not provided
719,千象全景2号,千象资产,复合策略,"1.1643
2017-10-20",17.13%,1.90%,--,--,4out of 5
720,川宝北山盛冠达1号,盛冠达资产,复合策略,"1.0740
2017-10-13",7.50%,1.90%,--,--,Not provided
721,小黑妞黑金3号,小黑妞资产,管理期货,"1.1019
2017-09-29",10.19%,1.90%,--,--,Not provided
722,弘金世纪商品期货1号,世纪盛元,管理期货,"1.0770
2017-10-27",7.50%,1.90%,--,--,Not provided
723,镛泉和鑫2号,镛泉资产,复合策略,"1.1340
2017-09-22",24.06%,1.89%,--,--,4out of 5
724,海通德胜1号,德胜资产,复合策略,"0.9880
2017-10-20",117.71%,1.88%,--,--,4out of 5
725,明汯多策略对冲1号,明汯投资,相对价值,"1.5780
2017-10-20",57.32%,1.88%,--,--,4out of 5
726,涵德量化稳健主基金,涵德投资,相对价值,"1.1360
2017-10-23",13.94%,1.88%,--,--,3out of 5
727,恒宇天泽海纳百川四号FOF,恒宇天泽投资,组合策略,"1.0980
2017-10-20",14.10%,1.88%,--,--,Not provided
728,图斯二号,图斯投资,管理期货,"1.0759
2017-10-13",7.67%,1.87%,--,--,Not provided
729,金汇瑞合贰号,宝菲特,事件驱动,"1.0130
2017-10-27",-2.00%,1.87%,--,--,Not provided
730,中期白马基金101号,大愚投资,管理期货,"1.2345
2017-10-13",23.12%,1.87%,--,--,Not provided
731,天成价值一号,万贯天成,复合策略,"1.1052
2017-10-27",1.35%,1.87%,--,--,Not provided
732,千象3期,千象资产,管理期货,"1.3144
2017-10-20",34.25%,1.87%,--,--,4out of 5
733,幻方钱海01号,幻方量化,管理期货,"1.5920
2017-10-26",58.40%,1.87%,--,--,5out of 5
734,有容丝路汉赋1号,丝路汉赋,管理期货,"1.0557
2017-10-26",0.54%,1.86%,--,--,Not provided
735,小强进取1期,小强投资,管理期货,"0.8633
2017-10-27",-8.55%,1.86%,--,--,2out of 5
736,砥俊瑞安3号,砥俊资产,复合策略,"1.0647
2017-10-20",2.37%,1.85%,--,--,Not provided
737,金汇永安FOF贰号增强,永安信邦,组合策略,"1.0540
2017-10-20",4.60%,1.85%,--,--,Not provided
738,融智FOF5期,排排网投资,组合策略,"1.5333
2017-10-27",40.43%,1.85%,--,--,5out of 5
739,大成创新资本-景旭系列-中融景诚优选债券1期,中融景诚,固定收益,"1.1367
2017-10-20",11.45%,1.85%,--,--,2out of 5
740,金友德胜壹号,德胜资产,管理期货,"1.1170
2017-10-20",95.68%,1.85%,--,--,4out of 5
741,幻方志远01号,幻方量化,管理期货,"1.3850
2017-10-26",38.10%,1.84%,--,--,5out of 5
742,瑞达稳健共赢一号,瑞达投资,相对价值,"0.9950
2017-09-29",-0.50%,1.84%,--,--,Not provided
743,瑞达量化稳健一号,瑞达投资,相对价值,"0.9950
2017-09-29",-0.50%,1.84%,--,--,Not provided
