ranking,fund_short_name,fund_company,investment_strategy,lastest_NAV,cumulative_return,recent_month_return,annalized_return,sharpe_ratio,year_rating
1734,七禾言起2号,言起投资,组合策略,"1.1463
2017-10-20",14.44%,0.31%,--,--,Not provided
1735,元鑫莲花恒源2号,元鑫资本,复合策略,"1.1017
2017-10-27",7.92%,0.31%,--,--,3out of 5
1736,宁聚暨阳1号,宁波宁聚,复合策略,"0.9956
2017-10-27",-1.88%,0.31%,--,--,2out of 5
1737,邦孚双引擎2号,邦孚资产,组合策略,"0.9820
2017-09-29",-1.80%,0.31%,--,--,2out of 5
1738,橘颂溢盛1号,橘颂资产,复合策略,"0.9820
2017-09-06",-1.80%,0.31%,--,--,Not provided
1739,利位工行债券对冲1号,利位投资,固定收益,"1.3260
2017-10-26",32.30%,0.30%,--,--,Not provided
1740,紫气东来一号,东方之舟投资,复合策略,"0.9941
2017-10-13",-4.04%,0.30%,--,--,2out of 5
1741,中欧盛世国金创新三原色2号2期,国金创新,组合策略,"1.0640
2017-10-13",6.04%,0.30%,--,--,3out of 5
1742,思晔多策略G期1号,思晔投资,宏观策略,"1.0649
2017-09-29",6.49%,0.30%,--,--,Not provided
1743,泳慕资产CTA4号,泳慕资产,管理期货,"1.0630
2017-10-27",0.20%,0.30%,--,--,Not provided
1744,兴业观云祥泽尊享,兴佳利业,复合策略,"1.0742
2017-10-27",6.97%,0.30%,--,--,Not provided
1745,磐京佳盈8号,磐京基金,复合策略,"1.0170
2017-10-27",0.30%,0.30%,--,--,Not provided
1746,执润1号,千为投资,固定收益,"1.0060
2017-10-13",0.30%,0.30%,--,--,Not provided
1747,泳慕资产CTA3号,泳慕资产,管理期货,"1.0630
2017-10-27",0.30%,0.30%,--,--,Not provided
1748,优粤14号2期中融景诚优选债券,中融景诚,固定收益,"1.0061
2017-10-20",0.82%,0.30%,--,--,Not provided
1749,正则2期,领望投资,管理期货,"1.0190
2017-10-20",1.10%,0.30%,--,--,Not provided
1750,兴业观云金元润元69号,兴佳利业,复合策略,"1.0167
2017-10-27",1.22%,0.30%,--,--,Not provided
